Date,TestsTotaltests,TestsTotalsamplestestedpriorto1July2020,TestsTotalsamplestestedsince1July2020,TestsReasonfortestseekinghealthcaresymptomatic,TestsReasonforTestInboundTravel,TestsReasonforTestOnIslandSurveillanceScreening,TestsPendingResults,TestsNegativeTestsPriorto1July2020,TestsNegativeTestssince1July2020,TestsAverageTurnaroundTimeAllSwabsLast7days,TestsTotalNegativeTests,CasesTotalConfirmedPositiveCases,CasesFemalePositiveNumber,CasesMalePositiveNumber,CasesFemalePositivePercentage,CasesMalePositivePercentage,CasesAverageAgeTestedPositive,CasesSeven7DayNumberper100000,CasesFortnight14dayNumberper100000,CasesPositiveCasesIdentifiedPriorto1July2020,CasesPositiveCasesIdentifiedSince1July2020,CasesPositiveCasesIdentifiedSymptomaticIndividualsSeekingHealthcare,CasesPositiveCasesIdentifiedInboundTravelArrivalsScreening,CasesPositiveCasesIdentifiedAdmissionsScreening,CasesPositiveCasesIdentifiedWorkforceScreening,CasesPositiveCasesIdentifiedCohortScreening,CasesPositiveCasesIdentifiedContactTracing,CasesOldCasesConfirmedBySerology,CasesManagedInOtherJurisdictions,CasesCurrentKnownActiveCases,CasesSymptomatic,CasesAsymptomatic,CasesNumberOfKnownDirectContactsOfCurrentActiveCases,CasesDailyNewConfirmedCases,CasesKnownCasesInCareHomes,CasesKnownCasesInCommunity,CasesKnownCasesInHospital,RecoveriesTotalRecovered,RecoveriesFemaleRecoveredNumber,RecoveriesMaleRecoveredNumber,RecoveriesFemaleRecoveredPercentage,RecoveriesMaleRecoveredPercentage,RecoveriesAverageAgeRecovered,MortalityTotalDeaths,MortalityLaboratoryProvenDeaths,MortalityProbableCovid-19,MortalityDeathsGeneralHospital,MortalityDeathsStSaviours,MortalityDeathsCareHomes,MortalityDeathsDomesticProperties,MortalityDeathsAge50to59,Mortalitypercentageregistereddeathsaged50-59,MortalityDeathsAge60to69,Mortalitypercentageregistereddeathsaged60-69,MortalityDeathsAge70to79,Mortalitypercentageregistereddeathsaged70-79,MortalityDeathsAge80to89,Mortalitypercentageregistereddeathsaged80-89,MortalityDeathsAge90andover,Mortalitypercentageregistereddeathsaged90andover,MortalityDeathsFemale,MortalityDeathsMale,InboundTravelPercentageArrivalsScreeningIdentifiedatDay0,InboundTravelPercentageArrivalsScreeningIdentifiedatDay5,InboundTravelPercentageArrivalsScreeningIdentifiedatDay8or10,InboundTravelPercentageArrivingfromRed,InboundTravelPercentageArrivingfromAmber,InboundTravelPercentageArrivingfromGreen,InboundTravelPercentageArrivingbyAir,InboundTravelPercentageArrivingBySea,InboundTravelPercentageTravellersDeclaredasResident,InboundTravelReasonforTravelBusinessVisitortoJersey,InboundTravelReasonforTravelCriticalWorker,InboundTravelReasonforTravelHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelJerseyResidentReturningHome,InboundTravelReasonforTravelNotRecorded,InboundTravelReasonforTravelSeasonalWorker,InboundTravelReasonforTravelUniversityStudentReturningHome,InboundTravelReasonforTravelVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelCrewonInboundCraft,InboundTravelArrivalsfromAmber,InboundTravelArrivalsfromGreen,InboundTravelArrivalsfromRed,InboundTravelPositiveArrivalsByAir,InboundTravelPositiveArrivalsBySea,InboundTravelNumberArrivalsScreeningIdentifiedatDay0,InboundTravelNumberArrivalsScreeningIdentifiedatDay8or10,InboundTravelNumberArrivalsScreeningIdentifiedatDay5,InboundTravelReasonforTravelBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBusinessVisitortoJersey,InboundTravelReasonforTravelPercentageCriticalWorker,InboundTravelReasonforTravelPercentageHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelPercentageJerseyResidentReturningHome,InboundTravelReasonforTravelPercentageNotRecorded,InboundTravelReasonforTravelPercentageSeasonalWorker,InboundTravelReasonforTravelPercentageUniversityStudentReturningHome,InboundTravelReasonforTravelPercentageVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelPercentageCrewonInboundCraft,DateTime
2021-06-09,431310,15802,415508,11078,199217,205213,104,15482,412463,8.22,float;#427945.000000000,3260,1761,1499,0.54,0.46,43,15.77,15.77,320,2953,627,442,66,621,147,1038,13,7,17,11,6,271,8,0,17,0,3184,1733,1451,0.544,0.456,42,69,52,17,38,3,26,2,4,0.058,3,0.043,17,0.246,31,0.449,14,0.203,0.377,0.623,0.799,0.149,0.052,0.543,0.17,0.287,0.86,0.14,0.453,2646,2836,7732,16293,885,1035,968,8611,176,75,127,240,380,62,353,23,66,465,0.011,0.064,0.068,0.186,0.391,0.021,0.025,0.023,0.207,0.004,"4:30 PM, Wednesday 9 June 2021"
2021-06-08,429292,15802,413490,11049,198166,204275,193,15482,410359,8.22,float;#425841.000000000,3257,1759,1498,0.54,0.46,43,12.99,12.99,320,2950,627,441,66,621,147,1036,13,7,14,9,5,221,4,0,14,0,3184,1733,1451,0.544,0.456,42,69,52,17,38,3,26,2,4,0.058,3,0.043,17,0.246,31,0.449,14,0.203,0.377,0.623,0.798,0.15,0.052,0.544,0.17,0.286,0.859,0.141,0.454,2602,2820,7446,16079,876,1029,953,8512,164,75,126,240,379,62,352,23,66,462,0.011,0.064,0.069,0.182,0.393,0.021,0.025,0.023,0.208,0.004,"5:00 PM, Tuesday 8 June 2021"
2021-06-07,427098,15802,411296,11021,196748,203527,120,15482,408242,8.24,float;#423724.000000000,3253,1758,1494,0.541,0.459,43,8.35,8.35,320,2946,627,439,66,621,147,1034,13,7,10,3,3,131,4,0,10,0,3184,1733,1451,0.544,0.456,42,69,52,17,38,3,26,2,4,0.058,3,0.043,17,0.246,31,0.449,14,0.203,0.377,0.623,0.797,0.15,0.052,0.547,0.171,0.282,0.859,0.141,0.456,2471,2779,6951,15666,860,1005,933,8351,158,75,124,240,377,62,350,23,66,456,0.012,0.062,0.07,0.175,0.395,0.022,0.025,0.024,0.211,0.004,"5:00 PM, Monday 7 June 2021"
2021-06-06,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:00 PM, Sunday 6 June 2021"
2021-06-05,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:00 PM, Saturday 5 June 2021"
2021-06-04,420233,15802,404431,10993,190811,202627,207,15482,401300,7.62,float;#416782.000000000,3243,1753,1490,0.541,0.459,43,0,4.64,320,2936,626,431,66,621,147,1033,13,7,3,1,2,56,1,0,3,0,3181,1732,1449,0.544,0.456,42,69,52,17,38,3,26,2,4,0.058,3,0.043,17,0.246,31,0.449,14,0.203,0.377,0.623,0.805,0.151,0.044,0.557,0.172,0.271,0.856,0.144,0.449,2341,2707,5186,13524,789,975,845,7624,152,74,117,240,369,62,347,19,65,445,0.013,0.068,0.078,0.15,0.391,0.023,0.028,0.024,0.22,0.004,"4:00 PM, Friday 4 June 2021"
2021-06-03,418482,15802,402680,10977,189815,201888,390,15482,399366,7.67,float;#414848.000000000,3243,1753,1490,0.541,0.459,43,0,4.64,320,2936,626,431,66,621,147,1033,13,7,4,1,3,79,0,0,4,0,3180,1731,1449,0.544,0.456,42,69,52,17,38,3,26,2,4,0.058,3,0.043,17,0.246,31,0.449,14,0.203,0.377,0.623,0.805,0.151,0.044,0.557,0.172,0.271,0.856,0.144,0.45,2304,2686,4893,13223,776,963,831,7361,147,74,117,240,369,62,347,19,65,444,0.013,0.069,0.08,0.146,0.393,0.023,0.029,0.025,0.219,0.004,"4:10 PM, Thursday 3 June 2021"
2021-06-02,416330,15802,400528,10956,188553,201019,224,15482,397380,7.51,float;#412862.000000000,3243,1753,1490,0.541,0.459,43,0,5.57,320,2936,626,431,66,621,147,1033,13,7,5,1,4,114,0,0,5,0,3179,1730,1449,0.544,0.456,42,69,52,17,38,3,26,2,4,0.058,3,0.043,17,0.246,31,0.449,14,0.203,0.377,0.623,0.805,0.151,0.044,0.557,0.172,0.271,0.856,0.144,0.436,1617,2024,3989,9590,524,611,600,5775,90,74,117,240,369,62,347,19,65,333,0.013,0.064,0.081,0.159,0.381,0.021,0.024,0.024,0.23,0.004,"4:30 PM, Wednesday 2 June 2021"
2021-06-01,413939,15802,398137,10934,187196,200007,306,15482,394907,7.53,float;#410389.000000000,3243,1753,1490,0.541,0.459,43,0,5.57,320,2936,626,431,66,621,147,1033,13,7,5,1,4,114,0,0,5,0,3179,1730,1449,0.544,0.456,42,69,52,17,38,3,26,2,4,0.058,3,0.043,17,0.246,31,0.449,14,0.203,0.377,0.623,0.805,0.151,0.044,0.557,0.172,0.271,0.856,0.144,0.435,1564,1993,3706,9278,515,605,591,5624,88,74,117,240,369,62,347,19,65,330,0.0136,0.0644,0.082,0.1525,0.3819,0.0212,0.0249,0.0243,0.2315,0.0036,"4:30 PM, Tuesday 1 June 2021"
2021-05-31,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1:00 AM, Monday 31 May 2021"
2021-05-30,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1:00 AM, Sunday 30 May 2021"
2021-05-29,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1:00 AM, Saturday 29 May 2021"
2021-05-28,404648,15802,388846,10901,179476,198469,204,15482,385718,7.27,float;#401200.000000000,3243,1753,1490,0.541,0.459,43,4.64,6.49,320,2936,626,431,66,621,147,1033,13,7,6,1,5,136,0,0,6,0,3178,1730,1448,0.544,0.456,42,69,52,17,38,3,26,2,4,0.058,3,0.043,17,0.246,31,0.449,14,0.203,0.377,0.623,0.805,0.151,0.044,0.557,0.172,0.271,0.856,0.144,0.49,1397,1914,1132,8163,440,566,519,3934,68,74,117,240,369,62,347,19,65,185,0.0101,0.0763,0.1045,0.0618,0.4456,0.024,0.0309,0.0283,0.2148,0.0037,"1:15 PM, Friday 28 May 2021"
2021-05-27,402262,15802,386460,10882,178166,197412,136,15482,383400,7.35,float;#398882.000000000,3243,1753,1490,0.541,0.459,43,4.64,6.49,320,2936,626,431,66,621,147,1033,13,7,6,1,5,136,0,0,6,0,3178,1730,1448,0.544,0.456,42,69,52,17,38,3,26,2,4,0.058,3,0.043,17,0.246,31,0.449,14,0.203,0.377,0.623,0.805,0.151,0.044,0.557,0.172,0.271,0.856,0.144,0.498,1370,1905,917,8016,428,563,507,3697,68,74,117,240,369,62,347,19,65,175,0.0099,0.0776,0.108,0.052,0.4543,0.0243,0.0319,0.0287,0.2095,0.0039,"1:45 PM, Thursday 27 May 2021"
2021-05-26,400544,15802,384742,10865,177255,196622,100,15482,381718,7.31,float;#397200.000000000,3243,1753,1490,0.541,0.459,43,5.57,6.49,320,2936,626,431,66,621,147,1033,13,7,6,1,5,136,0,0,6,0,3178,1730,1448,0.544,0.456,42,69,52,17,38,3,26,2,4,0.058,3,0.043,17,0.246,31,0.449,14,0.203,0.377,0.623,0.805,0.151,0.044,0.557,0.172,0.271,0.856,0.144,0.498,1347,1894,867,7898,426,563,498,3618,67,74,117,240,369,62,347,19,65,175,0.0101,0.0776,0.1091,0.05,0.4551,0.0245,0.0324,0.0287,0.2085,0.0039,"1:00 PM, Wednesday 26 May 2021"
2021-05-25,398920,15802,383118,10836,176472,195810,116,15482,380078,7.67,float;#395560.000000000,3243,1753,1490,0.541,0.459,43,5.57,6.49,320,2936,626,431,66,621,147,1033,13,7,7,1,6,149,0,0,7,0,3177,1730,1447,0.545,0.455,42,69,52,17,38,3,26,2,4,0.058,3,0.043,17,0.246,31,0.449,14,0.203,0.377,0.623,0.805,0.151,0.044,0.557,0.172,0.271,0.856,0.144,0.502,1314,1877,745,7753,418,559,490,3500,64,74,117,240,369,62,347,19,65,175,0.0104,0.0778,0.1111,0.0441,0.4589,0.0247,0.0331,0.029,0.2072,0.0038,"3:00 PM, Tuesday 25 May 2021"
2021-05-24,397891,15802,382089,10819,175952,195318,1028,15482,378137,7.47,float;#393619.000000000,3243,1753,1490,0.541,0.459,43,5.57,7.42,320,2936,626,431,66,621,147,1033,13,7,8,1,7,138,0,0,8,0,3176,1730,1446,0.545,0.455,42,69,52,17,38,3,26,2,4,0.058,3,0.043,17,0.246,31,0.449,14,0.203,0.377,0.623,0.805,0.151,0.044,0.557,0.172,0.271,0.856,0.144,0.505,1269,1840,633,7600,411,554,482,3420,61,74,117,240,369,62,347,19,65,175,0.0106,0.0772,0.1119,0.0385,0.4621,0.025,0.0337,0.0293,0.208,0.0037,"12:00 AM, Monday 24 May 2021"
2021-05-23,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:00 AM, Sunday 23 May 2021"
2021-05-22,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:00 AM, Saturday 22 May 2021"
2021-05-21,393030,15802,377228,10786,172557,193885,98,15482,374211,7.47,float;#389693.000000000,3238,1751,1487,0.541,0.459,43,1.86,3.71,320,2931,626,427,66,621,147,1032,13,7,4,1,3,88,2,0,4,0,3175,1730,1445,0.545,0.455,42,69,52,17,38,3,26,2,4,0.058,3,0.043,17,0.246,31,0.449,14,0.203,0.377,0.623,0.803,0.152,0.044,0.56,0.173,0.267,0.855,0.145,0.518,1219,1813,309,7212,396,523,455,3029,58,74,114,239,365,62,343,19,65,172,0.0113,0.0803,0.1194,0.0203,0.4749,0.0261,0.0344,0.03,0.1995,0.0038,"2:20 PM, Friday 21 May 2021"
2021-05-20,391331,15802,375529,10773,171800,192956,99,15482,372511,7.32,float;#387993.000000000,3238,1751,1487,0.5408,0.4592,43,1.86,3.71,320,2931,626,427,66,621,147,1032,13,7,4,1,3,87,0,0,4,0,3175,1730,1445,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.803,0.152,0.044,0.56,0.173,0.267,0.8548,0.1452,0.523,1199,1806,233,7155,389,521,451,2940,57,74,114,239,365,62,343,19,65,172,0.0115,0.0803,0.121,0.0156,0.4795,0.0261,0.0349,0.0302,0.197,0.0038,"2:45 PM, Thursday 20 May 2021"
2021-05-19,389784,15802,373982,10761,171020,192201,215,15482,370849,7.04,float;#386331.000000000,3237,1750,1487,0.5406,0.4594,43,0.93,2.78,320,2930,626,426,66,621,147,1032,13,7,3,1,2,53,1,0,3,0,3175,1730,1445,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.805,0.15,0.045,0.561,0.174,0.265,0.8545,0.1455,0.525,1171,1795,202,7088,387,521,446,2883,55,74,113,239,364,62,343,19,64,171,0.0116,0.0796,0.122,0.0137,0.4816,0.0263,0.0354,0.0303,0.1959,0.0037,"2:26 PM, Wednesday 19 May 2021"
2021-05-18,388540,15802,372738,10752,170599,191387,134,15482,369686,7.07,float;#385168.000000000,3237,1750,1487,0.5406,0.4594,43,0.93,2.78,320,2930,626,426,66,621,147,1032,13,7,3,1,2,53,0,0,3,0,3175,1730,1445,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.805,0.15,0.045,0.561,0.174,0.265,0.8545,0.1455,0.526,1152,1782,171,7033,386,518,444,2853,55,74,113,239,364,62,343,19,64,170,0.0117,0.0791,0.1224,0.0117,0.4829,0.0265,0.0356,0.0305,0.1959,0.0038,"2:00 PM, Tuesday 18 May 2021"
2021-05-17,386626,15802,370824,10722,169692,190410,102,15482,367804,6.67,float;#383286.000000000,3237,1750,1487,0.5406,0.4594,43,1.86,2.78,320,2930,626,426,66,621,147,1032,13,7,3,1,2,53,0,0,3,0,3175,1730,1445,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.805,0.15,0.045,0.561,0.174,0.265,0.8545,0.1455,0.532,1077,1741,82,6882,380,503,439,2755,54,74,113,239,364,62,343,19,64,170,0.0121,0.0765,0.1236,0.0058,0.4887,0.027,0.0357,0.0312,0.1956,0.0038,"4:00 PM, Monday 17 May 2021"
2021-05-16,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:00 AM, Sunday 16 May 2021"
2021-05-15,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:00 AM, Saturday 15 May 2021"
2021-05-14,383352,15802,367550,10706,167535,189309,102,15482,364531,6.62,float;#380013.000000000,3236,1750,1486,0.5408,0.4592,43,1.86,1.86,320,2929,626,425,66,621,147,1032,13,7,2,1,1,45,1,0,2,0,3175,1730,1445,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.805,0.151,0.045,0.562,0.172,0.266,0.8541,0.1459,0.545,955,1689,2,6495,350,489,417,2439,48,73,113,239,363,62,342,19,64,169,0.0129,0.0732,0.1294,0.0002,0.4976,0.0268,0.0375,0.0319,0.1869,0.0037,"2:00 PM, Friday 14 May 2021"
2021-05-13,381930,15802,366128,10686,167083,188359,275,15482,362936,6.67,float;#378418.000000000,3236,1750,1486,0.5408,0.4592,43,1.86,1.86,320,2929,626,425,66,621,147,1032,13,7,2,1,1,45,0,0,2,0,3175,1730,1445,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.805,0.151,0.045,0.562,0.172,0.266,0.8541,0.1459,0.547,931,1677,0,6431,346,488,416,2383,44,73,113,239,363,62,342,19,64,168,0.013,0.0723,0.1302,0,0.4991,0.0269,0.0379,0.0323,0.185,0.0034,"2:15 PM, Thursday 13 May 2021"
2021-05-12,380159,15802,364357,10663,166158,187536,124,15482,361316,6.68,float;#376798.000000000,3236,1750,1486,0.5408,0.4592,43,1.86,1.86,320,2929,626,425,66,621,147,1032,13,7,2,1,1,45,0,0,2,0,3175,1730,1445,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.805,0.151,0.045,0.562,0.172,0.266,0.8541,0.1459,0.552,894,1654,0,6347,332,480,411,2296,41,73,113,239,363,62,342,19,64,168,0.0133,0.0708,0.131,0,0.5028,0.0263,0.038,0.0326,0.1819,0.0032,"1:45 PM, Wednesday 12 May 2021"
2021-05-11,379044,15802,363242,10649,165818,186775,94,15482,360231,6.75,float;#375713.000000000,3236,1750,1486,0.5408,0.4592,43,1.86,1.86,320,2929,626,425,66,621,147,1032,13,7,2,1,1,19,0,0,2,0,3175,1730,1445,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.805,0.151,0.045,0.562,0.172,0.266,0.8541,0.1459,0.554,870,1619,0,6285,330,475,410,2262,38,73,113,239,363,62,342,19,64,168,0.0135,0.0698,0.13,0,0.5045,0.0265,0.0381,0.0329,0.1816,0.0031,"2:15 PM, Tuesday 11 May 2021"
2021-05-10,377585,15802,361783,10629,165033,186121,146,15482,358721,6.8,float;#374203.000000000,3235,1750,1485,0.541,0.459,43,0.93,0.93,320,2928,626,424,66,621,147,1032,13,7,1,1,0,19,1,0,1,0,3175,1730,1445,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.804,0.151,0.045,0.561,0.172,0.267,0.8538,0.1462,0.56,799,1563,0,6093,302,459,403,2168,37,73,113,238,362,62,341,19,64,168,0.014,0.0666,0.1303,0,0.5081,0.0252,0.0383,0.0336,0.1808,0.0031,"2:45 PM, Monday 10 May 2021"
2021-05-09,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:00 AM, Sunday 9 May 2021"
2021-05-08,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:00 AM, Saturday 8 May 2021"
2021-05-07,374171,15802,358369,10604,162788,184977,171,15482,355283,7.15,float;#370765.000000000,3234,1750,1484,0.5411,0.4589,43,0,0.93,320,2927,626,423,66,621,147,1032,13,7,2,1,1,45,1,0,2,0,3173,1729,1444,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.804,0.151,0.045,0.563,0.173,0.265,0.8534,0.1466,0.568,709,1501,0,5586,272,439,387,1803,32,73,112,238,361,62,340,19,64,150,0.0138,0.0652,0.138,0,0.5135,0.025,0.0404,0.0356,0.1657,0.0029,"1:00 PM, Friday 7 May 2021"
2021-05-06,372990,15802,357188,10584,162312,184292,236,15482,354037,7.12,float;#369519.000000000,3234,1750,1484,0.5411,0.4589,43,0,0.93,320,2927,626,423,66,621,147,1032,13,7,2,1,1,45,0,0,2,0,3173,1729,1444,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.804,0.151,0.045,0.563,0.173,0.265,0.8534,0.1466,0.571,677,1491,0,5535,271,434,384,1741,30,73,112,238,361,62,340,19,64,149,0.0139,0.0632,0.1392,0,0.5167,0.0253,0.0405,0.0358,0.1625,0.0028,"3:00 PM, Thursday 6 May 2021"
2021-05-05,371610,15802,355808,10570,161646,183592,90,15482,352803,7.09,float;#368285.000000000,3234,1750,1484,0.5411,0.4589,43,0,0.93,320,2927,626,423,66,621,147,1032,13,7,2,1,1,45,0,0,2,0,3173,1729,1444,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.804,0.151,0.045,0.563,0.173,0.265,0.8534,0.1466,0.573,639,1468,0,5450,266,425,383,1684,27,73,112,238,361,62,340,19,64,149,0.0142,0.0609,0.1399,0,0.5195,0.0254,0.0405,0.0365,0.1605,0.0026,"3:05 PM, Wednesday 5 May 2021"
2021-05-04,370438,15802,354636,10544,161308,182784,101,15482,351620,7.2,float;#367102.000000000,3234,1750,1484,0.5411,0.4589,43,0,0.93,320,2927,626,423,66,621,147,1032,13,7,2,1,1,45,0,0,2,0,3173,1729,1444,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.804,0.151,0.045,0.563,0.173,0.265,0.8534,0.1466,0.574,604,1451,0,5362,263,421,383,1656,21,73,112,238,361,62,340,19,64,149,0.0145,0.0586,0.1407,0,0.5201,0.0255,0.0408,0.0371,0.1606,0.002,"3:50 PM, Tuesday 4 May 2021"
2021-05-03,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:00 AM, Monday 3 May 2021"
2021-05-02,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:00 AM, Sunday 2 May 2021"
2021-05-01,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12:00 AM, Saturday 1 May 2021"
2021-04-30,366504,15802,350702,10507,158917,181278,70,15482,347717,7.37,float;#363199.000000000,3234,1750,1484,0.5411,0.4589,43,0.93,1.86,320,2927,626,423,66,621,147,1032,13,7,3,2,1,59,0,0,3,0,3172,1728,1444,0.5448,0.4552,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.804,0.151,0.045,0.563,0.173,0.265,0.8534,0.1466,0.587,556,1398,0,4765,196,405,355,1171,18,73,112,238,361,62,340,19,64,123,0.0137,0.0619,0.1556,0,0.5302,0.0218,0.0451,0.0395,0.1303,0.002,"12:25 PM, Friday 30 April 2021"
2021-04-29,365392,15802,349590,10488,158613,180489,105,15482,346570,7.41,float;#362052.000000000,3234,1750,1484,0.5411,0.4589,43,0.93,1.86,320,2927,626,423,66,621,147,1032,13,7,3,2,1,59,0,0,3,0,3172,1728,1444,0.5448,0.4552,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.804,0.151,0.045,0.563,0.173,0.265,0.8534,0.1466,0.594,537,1384,0,4714,191,400,349,1055,17,73,112,238,361,62,340,19,64,123,0.014,0.0612,0.1578,0,0.5375,0.0218,0.0456,0.0398,0.1203,0.0019,"2:00 PM, Thursday 29 April 2021"
2021-04-28,364124,15802,348322,10466,158137,179719,80,15482,345328,7.48,float;#360810.000000000,3233,1750,1483,0.5413,0.4587,43,0,0.93,320,2926,626,422,66,621,147,1032,13,7,2,2,0,53,0,0,2,0,3172,1728,1444,0.5448,0.4552,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.803,0.152,0.045,0.562,0.173,0.265,0.8531,0.1469,0.596,518,1371,0,4649,188,400,346,1015,17,73,112,237,360,62,339,19,64,122,0.0141,0.0601,0.1589,0,0.539,0.0218,0.0464,0.0401,0.1177,0.002,"2:35 PM, Wednesday 28 April 2021"
2021-04-27,362988,15802,347186,10424,157924,178838,22,15482,344250,7.46,float;#359732.000000000,3233,1750,1483,0.5413,0.4587,43,0,0.93,320,2926,626,422,66,621,147,1032,13,7,2,2,0,53,0,0,2,0,3172,1728,1444,0.5448,0.4552,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.807,0.147,0.046,0.554,0.176,0.27,0.8531,0.1469,0.598,604,1570,,5304,244,494,419,1098,19,73,112,230,360,62,335,19,61,159,0.016,0.061,0.158,,0.535,0.025,0.05,0.042,0.111,0.002,"12:00 AM, Tuesday 27 April 2021"
