Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date
Wyoming,US,2021-03-09 05:30:55,42.756,-107.3025,54903,682,,,56.0,9486.331962008366,649293.0,,1.2421907728175146,84000056.0,USA,112187.11069719867,,2021-03-08
Alabama,US,2021-03-08 05:31:09,32.3182,-86.9023,499819,10148,,,1.0,10193.761809925589,2323788.0,,2.0303349812632168,84000001.0,USA,47393.439162503564,,2021-03-07
Alaska,US,2021-03-08 05:31:09,61.3707,-152.4044,59285,305,,,2.0,8104.0810886548325,1731628.0,,0.5144640296871047,84000002.0,USA,236708.3364659727,,2021-03-07
American Samoa,US,2021-03-08 05:31:09,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-03-07
Arizona,US,2021-03-08 05:31:09,33.7298,-111.4312,826454,16328,,,4.0,11354.391165366094,3842945.0,,1.9756695472464287,84000004.0,USA,52797.010791874454,,2021-03-07
Arkansas,US,2021-03-08 05:31:09,34.9697,-92.3731,324818,5319,,,5.0,10763.389537557774,2736442.0,,1.6375324027609308,84000005.0,USA,90676.59795003252,,2021-03-07
California,US,2021-03-08 05:31:09,36.1162,-119.6816,3599250,54220,,,6.0,9109.206535911684,49646014.0,,1.5064249496422866,84000006.0,USA,125647.23073161436,,2021-03-07
Colorado,US,2021-03-08 05:31:09,39.0598,-105.3111,436612,5990,,,8.0,7581.733213677447,6415123.0,,1.3719274779438035,84000008.0,USA,111398.10889056211,,2021-03-07
Connecticut,US,2021-03-08 05:31:09,41.5978,-72.7554,285330,7704,,,9.0,8003.002282845672,6520366.0,,2.700031542424561,84000009.0,USA,182884.7439210364,,2021-03-07
Delaware,US,2021-03-08 05:31:09,39.3185,-75.5071,88354,1473,,,10.0,9073.45106206432,1431942.0,,1.667157117957308,84000010.0,USA,147052.263176704,,2021-03-07
Diamond Princess,US,2021-03-08 05:31:09,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-03-07
District of Columbia,US,2021-03-08 05:31:09,38.8974,-77.0268,41419,1030,,,11.0,5868.800380871953,1261363.0,,2.486781428812864,84000011.0,USA,178726.85614857406,,2021-03-07
Florida,US,2021-03-08 05:31:09,27.7663,-81.6868,1944995,31683,,,12.0,9055.865615637253,22339182.0,,1.6289502029568201,84000012.0,USA,104010.87414377037,,2021-03-07
Georgia,US,2021-03-08 05:31:09,33.0406,-83.6431,1023487,17906,,,13.0,9639.69317225093,7359069.0,,1.7495092756429735,84000013.0,USA,69311.25377598689,,2021-03-07
Grand Princess,US,2021-03-08 05:31:09,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,,2021-03-07
Guam,US,2021-03-08 05:31:09,13.4443,144.7937,7749,133,,,66.0,4718.411486400088,120636.0,,1.7163504968383017,316.0,GUM,73455.9669729463,,2021-03-07
Hawaii,US,2021-03-08 05:31:09,21.0943,-157.4983,28107,444,,,15.0,1985.1370745378115,1146796.0,,1.5796776603693032,84000015.0,USA,80995.73972788501,,2021-03-07
Idaho,US,2021-03-08 05:31:09,44.2405,-114.4788,172931,1879,,,16.0,9676.816456032657,645838.0,,1.086560535704992,84000016.0,USA,36139.592012601664,,2021-03-07
Illinois,US,2021-03-08 05:31:09,40.3495,-88.9861,1198257,23015,,,17.0,9456.075807889016,18640190.0,,1.920706492847528,84000017.0,USA,147099.53683847014,,2021-03-07
Indiana,US,2021-03-08 05:31:09,39.8494,-86.2583,667262,12737,,,18.0,9911.471982714764,8242367.0,,1.9088454010568563,84000018.0,USA,122431.65292157016,,2021-03-07
Iowa,US,2021-03-08 05:31:09,42.0115,-93.2105,339672,5558,,,19.0,10765.910106590345,1326802.0,,1.6362844155538283,84000019.0,USA,42053.01308687288,,2021-03-07
Kansas,US,2021-03-08 05:31:09,38.5266,-96.7265,298188,4768,,,20.0,10235.353964591526,1270547.0,,1.5989912404255031,84000020.0,USA,43611.74250355437,,2021-03-07
Kentucky,US,2021-03-08 05:31:09,37.6681,-84.6701,410709,4819,,,21.0,9192.906463834752,3975672.0,,1.1733368394654122,84000021.0,USA,88987.53333110994,,2021-03-07
Louisiana,US,2021-03-08 05:31:09,31.1695,-91.8678,433785,9748,,,22.0,9331.129751070925,5695464.0,,2.247196191661768,84000022.0,USA,122514.87159895664,,2021-03-07
Maine,US,2021-03-08 05:31:09,44.6939,-69.3819,45794,706,,,23.0,3406.754291733745,1660180.0,,1.5416866838450451,84000023.0,USA,123505.81604687356,,2021-03-07
Maryland,US,2021-03-08 05:31:09,39.0639,-76.8021,387319,7955,,,24.0,6406.5415304812705,8097590.0,,2.0538625783914557,84000024.0,USA,133940.10268489234,,2021-03-07
Massachusetts,US,2021-03-08 05:31:09,42.2302,-71.5301,591356,16417,,,25.0,8579.698840900033,16825551.0,,2.7761619058570477,84000025.0,USA,244113.8001680957,,2021-03-07
Michigan,US,2021-03-08 05:31:09,43.3266,-84.5361,656072,16658,,,26.0,6569.354102096386,10621967.0,,2.5390505920081936,84000026.0,USA,106359.45823595954,,2021-03-07
Minnesota,US,2021-03-08 05:31:09,45.6945,-93.9002,490011,6618,,,27.0,8688.70522048247,7111428.0,,1.350581925711872,84000027.0,USA,126097.37656641426,,2021-03-07
Mississippi,US,2021-03-08 05:31:09,32.7416,-89.6787,297581,6808,,,28.0,9998.860944126118,1756955.0,,2.2877804698552664,84000028.0,USA,59034.510704941174,,2021-03-07
Missouri,US,2021-03-08 05:31:09,38.4561,-92.2884,567217,8514,,,29.0,8114.278489295516,4565866.0,,1.7080046906876998,84000029.0,USA,74393.80144255867,,2021-03-07
Montana,US,2021-03-08 05:31:09,46.9219,-110.4544,100914,1381,,,30.0,9958.850200883626,1104488.0,,1.2974689490595464,84000030.0,USA,103341.19901420127,,2021-03-07
Nebraska,US,2021-03-08 05:31:09,41.1254,-98.2681,203026,2113,,,31.0,10495.510771254048,2421684.0,,1.040753401042231,84000031.0,USA,125189.9289084826,,2021-03-07
Nevada,US,2021-03-08 05:31:09,38.3135,-117.0554,296190,5037,,,32.0,9616.071393786551,2770192.0,,1.700597589385192,84000032.0,USA,89936.74346364275,,2021-03-07
New Hampshire,US,2021-03-08 05:31:09,43.4525,-71.5639,76861,1184,,,33.0,5652.74532602884,1497185.0,,1.5404431376120529,84000033.0,USA,110110.53084074485,,2021-03-07
New Jersey,US,2021-03-08 05:31:09,40.2989,-74.521,812609,23574,,,34.0,9148.745973684418,10999550.0,,2.9010262007927548,84000034.0,USA,123838.26511254544,,2021-03-07
New Mexico,US,2021-03-08 05:31:09,34.8405,-106.2485,186922,3808,,,35.0,8914.508526923273,2783542.0,,2.0372133831223715,84000035.0,USA,132750.07165581937,,2021-03-07
New York,US,2021-03-08 05:31:09,42.1657,-74.9481,1694651,48335,,,36.0,8711.26371156417,39695100.0,,2.852209688012458,84000036.0,USA,204050.55917525844,,2021-03-07
North Carolina,US,2021-03-08 05:31:09,35.6301,-79.8064,872176,11502,,,37.0,8315.875425864248,9688838.0,,1.3187705233806022,84000037.0,USA,92379.48513760949,,2021-03-07
North Dakota,US,2021-03-08 05:31:09,47.5289,-99.784,100391,1479,,,38.0,13173.600048290034,1425146.0,,1.473239633034834,84000038.0,USA,187011.81793607344,,2021-03-07
Northern Mariana Islands,US,2021-03-08 05:31:09,15.0979,145.6739,145,2,,,69.0,262.9479181778616,17574.0,,1.3793103448275863,580.0,MNP,31869.287683156825,,2021-03-07
Ohio,US,2021-03-08 05:31:09,40.3888,-82.7649,978471,17501,,,39.0,8370.798436149917,10257157.0,,1.7886069183450506,84000039.0,USA,87749.7583218554,,2021-03-07
Oklahoma,US,2021-03-08 05:31:09,35.5653,-96.9289,428997,4534,,,40.0,10841.550266605442,3575297.0,,1.0568838476725944,84000040.0,USA,90354.38975923756,,2021-03-07
Oregon,US,2021-03-08 05:31:09,44.572,-122.0709,157285,2296,,,41.0,3729.132470801285,3850973.0,,1.4597704803382394,84000041.0,USA,91304.24680343985,,2021-03-07
Pennsylvania,US,2021-03-08 05:31:09,40.5908,-77.2098,950773,24334,,,42.0,7426.76001361976,10681716.0,,2.559391148044801,84000042.0,USA,83437.94077623407,,2021-03-07
Puerto Rico,US,2021-03-08 05:31:09,18.2208,-66.5901,101327,2059,,,72.0,3172.7209933074364,407299.0,,2.0320348969178994,630.0,PRI,12753.225575149028,,2021-03-07
Rhode Island,US,2021-03-08 05:31:09,41.6809,-71.5118,128121,2541,,,44.0,12094.177527773818,3087981.0,,1.9832814292738896,84000044.0,USA,291494.6840595416,,2021-03-07
South Carolina,US,2021-03-08 05:31:09,33.8569,-80.945,525865,8754,,,45.0,10213.521279294207,5183044.0,,1.664685803390604,84000045.0,USA,100666.76843965307,,2021-03-07
South Dakota,US,2021-03-08 05:31:09,44.2998,-99.4388,113589,1900,,,46.0,12839.86259112268,701924.0,,1.6726971801847008,84000046.0,USA,79344.01842970004,,2021-03-07
Tennessee,US,2021-03-08 05:31:09,35.7478,-86.6923,783484,11547,,,47.0,11472.602689578565,6872745.0,,1.4738016347494014,84000047.0,USA,100638.01273770443,,2021-03-07
Texas,US,2021-03-08 05:31:09,31.0545,-97.5635,2695558,45315,,,48.0,9296.347988184942,19907384.0,,1.6810990525894824,84000048.0,USA,68655.90322984151,,2021-03-07
Utah,US,2021-03-08 05:31:09,40.15,-111.8624,374850,1976,,,49.0,11674.731858620733,2910121.0,,0.5274027684637724,84000049.0,USA,90772.27462118967,,2021-03-07
Vermont,US,2021-03-08 05:31:09,44.0459,-72.7107,16083,208,,,50.0,2577.449281958496,1124215.0,,1.293291052664304,84000050.0,USA,180165.83625672892,,2021-03-07
Virgin Islands,US,2021-03-08 05:31:09,18.3358,-64.8963,2714,25,,,78.0,2530.111496438826,48881.0,,0.9211495946941785,850.0,VIR,45569.04202558079,,2021-03-07
Virginia,US,2021-03-08 05:31:09,37.7693,-78.17,585700,9596,,,51.0,6861.914313587727,6038209.0,,1.6383814239371692,84000051.0,USA,70742.14233487149,,2021-03-07
Washington,US,2021-03-08 05:31:09,47.4009,-121.4905,344532,5041,,,53.0,4524.449654118581,5393756.0,,1.4631442072144245,84000053.0,USA,70831.67156780798,,2021-03-07
West Virginia,US,2021-03-08 05:31:09,38.4912,-80.9545,133445,2325,,,54.0,7446.096776659504,2236551.0,,1.7422908314286785,84000054.0,USA,124797.29620393865,,2021-03-07
Wisconsin,US,2021-03-08 05:31:09,44.2685,-89.6165,621654,7106,,,55.0,10676.874997638444,7080595.0,,1.1430795908978306,84000055.0,USA,121608.84949490195,,2021-03-07
Wyoming,US,2021-03-08 05:31:09,42.756,-107.3025,54764,682,,,56.0,9462.315056871686,649293.0,,1.245343656416624,84000056.0,USA,112187.11069719867,,2021-03-07
Alabama,US,2021-03-07 05:31:30,32.3182,-86.9023,499411,10149,295690.0,193572.0,1.0,10185.440688042569,2316127.0,,2.0321939244429936,84000001.0,USA,47237.19378322458,,2021-03-06
Alaska,US,2021-03-07 05:31:30,61.3707,-152.4044,59285,305,,58980.0,2.0,8104.0810886548325,1731628.0,,0.5144640296871047,84000002.0,USA,236708.3364659727,,2021-03-06
American Samoa,US,2021-03-07 05:31:30,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-03-06
Arizona,US,2021-03-07 05:31:30,33.7298,-111.4312,825119,16323,,808796.0,4.0,11336.050020903409,3818450.0,,1.9782601055120532,84000004.0,USA,52460.48170302541,,2021-03-06
Arkansas,US,2021-03-07 05:31:30,34.9697,-92.3731,324653,5297,314732.0,4624.0,5.0,10757.921985655796,2728103.0,,1.6315881880038072,84000005.0,USA,90400.27119057432,,2021-03-06
California,US,2021-03-07 08:30:37,36.1162,-119.6816,3596760,54134,,3542626.0,6.0,9102.904688506136,49294503.0,,1.5050767913344232,84000006.0,USA,124757.60475435664,,2021-03-06
Colorado,US,2021-03-07 05:31:30,39.0598,-105.3111,435762,5986,,429776.0,8.0,7566.973030192737,6343360.0,,1.373685635736939,84000008.0,USA,110151.95001125248,,2021-03-06
Connecticut,US,2021-03-07 05:31:30,41.5978,-72.7554,285330,7704,,277626.0,9.0,8003.002282845672,6520366.0,,2.700031542424561,84000009.0,USA,182884.7439210364,,2021-03-06
Delaware,US,2021-03-07 05:31:30,39.3185,-75.5071,88139,1464,,86675.0,10.0,9051.37179029005,1417318.0,,1.6610127185468408,84000010.0,USA,145550.4619189044,,2021-03-06
Diamond Princess,US,2021-03-07 05:31:30,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,2021-03-06
District of Columbia,US,2021-03-07 05:31:30,38.8974,-77.0268,41273,1030,29417.0,10826.0,11.0,5848.113139373913,1247637.0,,2.495578223051389,84000011.0,USA,176781.9720608885,,2021-03-06
Florida,US,2021-03-07 05:31:30,27.7663,-81.6868,1940897,31620,,1909277.0,12.0,9036.785393172475,22186763.0,,1.6291436382250062,84000012.0,USA,103301.21371725523,,2021-03-06
Georgia,US,2021-03-07 05:31:30,33.0406,-83.6431,1021778,17905,,1003873.0,13.0,9623.596987705962,7315477.0,,1.7523375919230988,84000013.0,USA,68900.68333907389,,2021-03-06
Grand Princess,US,2021-03-07 05:31:30,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,,2021-03-06
Guam,US,2021-03-07 05:31:30,13.4443,144.7937,7749,133,7590.0,26.0,66.0,4718.411486400088,120635.0,,1.7163504968383017,316.0,GUM,73455.35806708924,,2021-03-06
Hawaii,US,2021-03-07 05:31:30,21.0943,-157.4983,28060,443,,27617.0,15.0,1981.8175654296435,1136395.0,,1.578759800427655,84000015.0,USA,80261.13942503277,,2021-03-06
Idaho,US,2021-03-07 05:31:30,44.2405,-114.4788,172931,1879,95524.0,75528.0,16.0,9676.816456032657,644796.0,,1.086560535704992,84000016.0,USA,36081.284116694136,,2021-03-06
Illinois,US,2021-03-07 05:31:30,40.3495,-88.9861,1197187,23003,,1174184.0,17.0,9447.631875481828,18492848.0,,1.9214207972522253,84000017.0,USA,145936.78367142339,,2021-03-06
Indiana,US,2021-03-07 05:31:30,39.8494,-86.2583,666516,12726,,653790.0,18.0,9900.390940936413,8171222.0,,1.9093315089210159,84000018.0,USA,121374.86911819119,,2021-03-06
Iowa,US,2021-03-07 05:31:30,42.0115,-93.2105,339529,5552,318996.0,14963.0,19.0,10760.807208714865,1323369.0,,1.6352931127415606,84000019.0,USA,41944.20409055901,,2021-03-06
Kansas,US,2021-03-07 05:31:30,38.5266,-96.7265,298188,4768,,293420.0,20.0,10235.353964591526,1270547.0,,1.5989912404255031,84000020.0,USA,43611.74250355437,,2021-03-06
Kentucky,US,2021-03-07 05:31:30,37.6681,-84.6701,410184,4806,48038.0,357340.0,21.0,9181.15537999312,3969899.0,,1.1716692996313849,84000021.0,USA,88858.31617488568,,2021-03-06
Louisiana,US,2021-03-07 05:31:30,31.1695,-91.8678,433045,9716,415954.0,7375.0,22.0,9315.211644138242,5674146.0,,2.2436467341731228,84000022.0,USA,122056.30105356355,,2021-03-06
Maine,US,2021-03-07 05:31:30,44.6939,-69.3819,45639,704,12833.0,32102.0,23.0,3395.2233725037413,1644587.0,,1.5425403711737768,84000023.0,USA,122345.80557233533,,2021-03-06
Maryland,US,2021-03-07 05:31:30,39.0639,-76.8021,386610,7941,9701.0,368968.0,24.0,6394.814148284395,8024078.0,,2.0540079149530537,84000024.0,USA,132724.16006139922,,2021-03-06
Massachusetts,US,2021-03-07 05:31:30,42.2302,-71.5301,589931,16374,508745.0,64812.0,25.0,8559.024203544053,16628614.0,,2.7755788388811573,84000025.0,USA,241256.53626846446,,2021-03-06
Michigan,US,2021-03-07 05:31:30,43.3266,-84.5361,656072,16658,541258.0,98156.0,26.0,6569.354102096386,10584735.0,,2.5390505920081936,84000026.0,USA,105986.64825179732,,2021-03-06
Minnesota,US,2021-03-07 05:31:30,45.6945,-93.9002,489116,6614,474175.0,8327.0,27.0,8672.835390677974,7058033.0,,1.3522354615265089,84000027.0,USA,125150.59493243533,,2021-03-06
Mississippi,US,2021-03-07 05:31:30,32.7416,-89.6787,297321,6805,278162.0,12354.0,28.0,9990.124822379525,1756119.0,,2.288772067899677,84000028.0,USA,59006.42071347906,,2021-03-06
Missouri,US,2021-03-07 05:31:30,38.4561,-92.2884,566841,8512,,489189.0,29.0,8109.178633134271,4541067.0,,1.7090788535147028,84000029.0,USA,73989.73967596849,,2021-03-06
Montana,US,2021-03-07 05:31:30,46.9219,-110.4544,100656,1379,97541.0,1736.0,30.0,9417.858526279546,1096913.0,,1.3700127165792402,84000030.0,USA,102632.4456528858,,2021-03-06
Nebraska,US,2021-03-07 05:31:30,41.1254,-98.2681,202653,2113,156510.0,44030.0,31.0,10476.228386152248,2411545.0,,1.0426689957710964,84000031.0,USA,124665.78922336965,,2021-03-06
Nevada,US,2021-03-07 05:31:30,38.3135,-117.0554,295960,5036,,290924.0,32.0,9608.60423952553,2754332.0,,1.7015812947695634,84000032.0,USA,89421.83447851342,,2021-03-06
New Hampshire,US,2021-03-07 05:31:30,43.4525,-71.5639,76695,1181,73004.0,2510.0,33.0,5640.536849374611,1481488.0,,1.5398657018058544,84000033.0,USA,108956.09434651922,,2021-03-06
New Jersey,US,2021-03-07 05:31:30,40.2989,-74.521,810090,23557,,786533.0,34.0,9120.3858507868,10993311.0,,2.9079484995494327,84000034.0,USA,123768.02342665492,,2021-03-06
New Mexico,US,2021-03-07 05:31:30,34.8405,-106.2485,186742,3796,153376.0,29570.0,35.0,8905.924135921432,2757994.0,,2.032751068318857,84000035.0,USA,131531.66042629132,,2021-03-06
New York,US,2021-03-07 05:31:30,42.1657,-74.9481,1686993,48247,,1638746.0,36.0,8671.898168155434,39194200.0,,2.8599407347866883,84000036.0,USA,201475.70925446504,,2021-03-06
North Carolina,US,2021-03-07 05:31:30,35.6301,-79.8064,872176,11502,,860674.0,37.0,8315.875425864248,9650184.0,,1.3187705233806022,84000037.0,USA,92010.93355087543,,2021-03-06
North Dakota,US,2021-03-07 05:31:30,47.5289,-99.784,100357,1479,98164.0,714.0,38.0,13169.13846904845,1422537.0,,1.4737387526530288,84000038.0,USA,186669.4573407413,,2021-03-06
Northern Mariana Islands,US,2021-03-07 05:31:30,15.0979,145.6739,144,2,29.0,113.0,69.0,261.13448425939356,17573.0,,1.3888888888888888,580.0,MNP,31867.474249238363,,2021-03-06
Ohio,US,2021-03-07 05:31:30,40.3888,-82.7649,977736,17501,921707.0,38528.0,39.0,8364.510526901131,10187678.0,,1.7899514797450438,84000039.0,USA,87155.36696580575,,2021-03-06
Oklahoma,US,2021-03-07 05:31:30,35.5653,-96.9289,428536,4534,410778.0,13224.0,40.0,10829.899941141848,3562618.0,,1.0580207963858346,84000040.0,USA,90033.96790120524,,2021-03-06
Oregon,US,2021-03-07 05:31:30,44.572,-122.0709,157079,2296,,154783.0,41.0,3724.248335066885,3798067.0,,1.4616848846758637,84000041.0,USA,90049.87745798279,,2021-03-06
Pennsylvania,US,2021-03-07 05:31:30,40.5908,-77.2098,949127,24306,859218.0,65603.0,42.0,7413.9026365356185,10629284.0,,2.5608796293857408,84000042.0,USA,83028.37941822947,,2021-03-06
Puerto Rico,US,2021-03-07 05:31:30,18.2208,-66.5901,101327,2059,91833.0,7435.0,72.0,3172.7209933074364,407038.0,,2.0320348969178994,630.0,PRI,12745.053220502654,,2021-03-06
Rhode Island,US,2021-03-07 05:31:30,41.6809,-71.5118,128121,2541,,125580.0,44.0,12094.177527773818,3087981.0,,1.9832814292738896,84000044.0,USA,291494.6840595416,,2021-03-06
South Carolina,US,2021-03-07 05:31:30,33.8569,-80.945,524457,8719,230793.0,284945.0,45.0,10186.174644775376,5126807.0,,1.6624813855092029,84000045.0,USA,99574.51511192892,,2021-03-06
South Dakota,US,2021-03-07 05:31:30,44.2998,-99.4388,113378,1898,109237.0,2243.0,46.0,12816.011593167537,698456.0,,1.674046111238512,84000046.0,USA,78952.00297515768,,2021-03-06
Tennessee,US,2021-03-07 05:31:30,35.7478,-86.6923,782206,11543,755474.0,15189.0,47.0,11453.888859765471,6856581.0,,1.4756982176050812,84000047.0,USA,100401.322326829,,2021-03-06
Texas,US,2021-03-07 05:31:30,31.0545,-97.5635,2692691,45249,2470308.0,177134.0,48.0,9286.460376906638,19820052.0,,1.6804378965131908,84000048.0,USA,68354.71562322938,,2021-03-06
Utah,US,2021-03-07 05:31:30,40.15,-111.8624,374438,1975,357312.0,15151.0,49.0,11679.44183922559,2895082.0,,0.5274571491141391,84000049.0,USA,90303.1792681002,,2021-03-06
Vermont,US,2021-03-07 05:31:30,44.0459,-72.7107,15964,208,13145.0,2611.0,50.0,2558.378432953145,1107296.0,,1.3029315960912051,84000050.0,USA,177454.4102540269,,2021-03-06
Virgin Islands,US,2021-03-07 05:31:30,18.3358,-64.8963,2714,25,2559.0,130.0,78.0,2530.111496438826,48881.0,,0.9211495946941785,850.0,VIR,45569.04202558079,,2021-03-06
Virginia,US,2021-03-07 05:31:30,37.7693,-78.17,584537,9519,,575018.0,51.0,6848.288897253934,5996828.0,,1.6284683433212954,84000051.0,USA,70257.3329167213,,2021-03-06
Washington,US,2021-03-07 05:31:30,47.4009,-121.4905,344532,5041,,339491.0,53.0,4524.449654118581,5344402.0,,1.4631442072144245,84000053.0,USA,70183.54689947712,,2021-03-06
West Virginia,US,2021-03-07 05:31:30,38.4912,-80.9545,133290,2323,124502.0,6465.0,54.0,7437.447932563566,2218488.0,,1.742816415334984,84000054.0,USA,123789.39897229412,,2021-03-06
Wisconsin,US,2021-03-07 05:31:30,44.2685,-89.6165,621275,7103,552311.0,61861.0,55.0,10670.365692423478,7037081.0,,1.1432940324333023,84000055.0,USA,120861.49881647436,,2021-03-06
Wyoming,US,2021-03-07 05:31:30,42.756,-107.3025,54764,682,53550.0,532.0,56.0,9462.315056871686,649293.0,,1.245343656416624,84000056.0,USA,112187.11069719867,,2021-03-06
Alabama,US,2021-03-06 04:30:38,32.3182,-86.9023,498887,10122,295690.0,193075.0,1.0,10174.753756996728,2316127.0,,2.0289163678348,84000001.0,USA,47237.19378322458,,2021-03-05
Alaska,US,2021-03-06 04:30:38,61.3707,-152.4044,59285,305,,58980.0,2.0,8104.0810886548325,1731628.0,,0.5144640296871047,84000002.0,USA,236708.3364659727,,2021-03-05
American Samoa,US,2021-03-06 04:30:38,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-03-05
Arizona,US,2021-03-06 04:30:38,33.7298,-111.4312,823384,16269,,807115.0,4.0,11312.213402444417,3818450.0,,1.9758703108148807,84000004.0,USA,52460.48170302541,,2021-03-05
Arkansas,US,2021-03-06 04:30:38,34.9697,-92.3731,324326,5283,314732.0,4311.0,5.0,10747.08629188642,2728103.0,,1.6289165839309832,84000005.0,USA,90400.27119057432,,2021-03-05
California,US,2021-03-06 08:31:06,36.1162,-119.6816,3592560,53854,,3538706.0,6.0,9092.275066376296,49294503.0,,1.4990424655398935,84000006.0,USA,124757.60475435664,,2021-03-05
Colorado,US,2021-03-06 04:30:38,39.0598,-105.3111,434654,5986,,428668.0,8.0,7547.732696897376,6343360.0,,1.3771873720246448,84000008.0,USA,110151.95001125248,,2021-03-05
Connecticut,US,2021-03-06 04:30:38,41.5978,-72.7554,285330,7704,,277626.0,9.0,8003.002282845672,6520366.0,,2.700031542424561,84000009.0,USA,182884.7439210364,,2021-03-05
Delaware,US,2021-03-06 04:30:38,39.3185,-75.5071,87874,1453,,86421.0,10.0,9024.15780414967,1417318.0,,1.6535038805562512,84000010.0,USA,145550.4619189044,,2021-03-05
Diamond Princess,US,2021-03-06 04:30:38,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,2021-03-05
District of Columbia,US,2021-03-06 04:30:38,38.8974,-77.0268,41122,1027,29417.0,10573.0,11.0,5811.414539730131,1247637.0,,2.4967084410201394,84000011.0,USA,176781.9720608885,,2021-03-05
Florida,US,2021-03-06 04:30:38,27.7663,-81.6868,1936207,31522,,1904685.0,12.0,9014.94882817496,22186763.0,,1.6280284081195864,84000012.0,USA,103301.21371725523,,2021-03-05
Georgia,US,2021-03-06 04:30:38,33.0406,-83.6431,1019509,17815,,1001694.0,13.0,9602.226453631924,7315477.0,,1.7474097825521893,84000013.0,USA,68900.68333907389,,2021-03-05
Grand Princess,US,2021-03-06 04:30:38,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,,2021-03-05
Guam,US,2021-03-06 04:30:38,13.4443,144.7937,7748,133,7590.0,25.0,66.0,4717.802580543023,120635.0,,1.7165720185854414,316.0,GUM,73455.35806708924,,2021-03-05
Hawaii,US,2021-03-06 04:30:38,21.0943,-157.4983,27979,442,,27537.0,15.0,1976.096709307056,1136395.0,,1.5797562457557457,84000015.0,USA,80261.13942503277,,2021-03-05
Idaho,US,2021-03-06 04:30:38,44.2405,-114.4788,172827,1876,95524.0,75427.0,16.0,9670.996857976626,644796.0,,1.085478542125941,84000016.0,USA,36081.284116694136,,2021-03-05
Illinois,US,2021-03-06 04:30:38,40.3495,-88.9861,1194629,22947,,1171682.0,17.0,9427.445352960714,18492848.0,,1.920847392788891,84000017.0,USA,145936.78367142339,,2021-03-05
Indiana,US,2021-03-06 04:30:38,39.8494,-86.2583,665285,12697,,652588.0,18.0,9882.105736607795,8171222.0,,1.9085053773946503,84000018.0,USA,121374.86911819119,,2021-03-05
Iowa,US,2021-03-06 04:30:38,42.0115,-93.2105,339148,5549,318996.0,14236.0,19.0,10737.669845676955,1323369.0,,1.6379312889447757,84000019.0,USA,41944.20409055901,,2021-03-05
Kansas,US,2021-03-06 04:30:38,38.5266,-96.7265,297989,4779,,293210.0,20.0,10228.523255646322,1270547.0,,1.6037504740107855,84000020.0,USA,43611.74250355437,,2021-03-05
Kentucky,US,2021-03-06 04:30:38,37.6681,-84.6701,409345,4754,48038.0,356553.0,21.0,9162.376028863348,3969899.0,,1.161367550599128,84000021.0,USA,88858.31617488568,,2021-03-05
Louisiana,US,2021-03-06 04:30:38,31.1695,-91.8678,433045,9716,415954.0,7375.0,22.0,9315.211644138242,5674146.0,,2.2436467341731228,84000022.0,USA,122056.30105356355,,2021-03-05
Maine,US,2021-03-06 04:30:38,44.6939,-69.3819,45456,704,12833.0,31919.0,23.0,3381.60944850961,1644587.0,,1.5487504399859204,84000023.0,USA,122345.80557233533,,2021-03-05
Maryland,US,2021-03-06 04:30:38,39.0639,-76.8021,385678,7930,9701.0,368047.0,24.0,6379.398181842241,8024078.0,,2.0561193534502875,84000024.0,USA,132724.16006139922,,2021-03-05
Massachusetts,US,2021-03-06 04:30:38,42.2302,-71.5301,588209,16322,508745.0,61269.0,25.0,8506.488861883701,16628614.0,,2.7794170319455582,84000025.0,USA,241256.53626846446,,2021-03-05
Michigan,US,2021-03-06 04:30:38,43.3266,-84.5361,654380,16601,541258.0,96521.0,26.0,6552.411834874576,10584735.0,,2.5369051621382077,84000026.0,USA,105986.64825179732,,2021-03-05
Minnesota,US,2021-03-06 04:30:38,45.6945,-93.9002,488170,6602,474175.0,7393.0,27.0,8656.06124654942,7058033.0,,1.3523977302988712,84000027.0,USA,125150.59493243533,,2021-03-05
Mississippi,US,2021-03-06 04:30:38,32.7416,-89.6787,296745,6783,278162.0,11800.0,28.0,9970.770952663997,1756119.0,,2.2858009402011827,84000028.0,USA,59006.42071347906,,2021-03-05
Missouri,US,2021-03-06 04:30:38,38.4561,-92.2884,566213,8504,,488699.0,29.0,8101.113365403227,4541067.0,,1.7097747385358004,84000029.0,USA,73989.73967596849,,2021-03-05
