Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date
Mississippi,US,2021-02-25 05:31:00,32.7416,-89.6787,291891,6605,273437.0,11849.0,28.0,9807.674279748762,1728077.0,,2.2628309882798714,84000028.0,USA,58064.19638264079,,2021-02-24
Missouri,US,2021-02-25 05:31:00,38.4561,-92.2884,560327,8223,,484872.0,29.0,8034.228670381142,4422930.0,,1.6676299698840995,84000029.0,USA,72064.87799123673,,2021-02-24
Montana,US,2021-02-25 05:31:00,46.9219,-110.4544,99242,1348,96040.0,1854.0,30.0,9285.557898833997,1059973.0,,1.35829588279156,84000030.0,USA,99176.16193447096,,2021-02-24
Nebraska,US,2021-02-25 05:31:00,41.1254,-98.2681,199782,2054,153585.0,44143.0,31.0,10327.810885811059,2335453.0,,1.028120651510146,84000031.0,USA,120732.18266260273,,2021-02-24
Nevada,US,2021-02-25 05:31:00,38.3135,-117.0554,292059,4919,,287140.0,32.0,9481.954810081048,2686592.0,,1.6842487305647147,84000032.0,USA,87222.59521920317,,2021-02-24
New Hampshire,US,2021-02-25 05:31:00,43.4525,-71.5639,74258,1157,70318.0,2783.0,33.0,5461.3075866857,1419496.0,,1.5580812841714025,84000033.0,USA,104396.890221525,,2021-02-24
New Jersey,US,2021-02-25 05:31:00,40.2989,-74.521,775386,23077,,752309.0,34.0,8729.671398607776,10487491.0,,2.976195082191321,84000034.0,USA,118073.25670808664,,2021-02-24
New Mexico,US,2021-02-25 05:31:00,34.8405,-106.2485,183781,3658,137250.0,42873.0,35.0,8764.71090394114,2642422.0,,1.9904125018364252,84000035.0,USA,126019.90911037572,,2021-02-24
New York,US,2021-02-25 05:31:00,42.1657,-74.9481,1611031,47156,,1563875.0,36.0,8281.419530336889,36977757.0,,2.927069683947733,84000036.0,USA,190082.20140261212,,2021-02-24
North Carolina,US,2021-02-25 05:31:00,35.6301,-79.8064,849630,11074,,838556.0,37.0,8100.907658634313,10137041.0,,1.3033908877982179,84000037.0,USA,96652.9348925886,,2021-02-24
North Dakota,US,2021-02-25 05:31:00,47.5289,-99.784,99531,1470,97389.0,672.0,38.0,13060.74833806173,1399342.0,,1.4769267866292914,84000038.0,USA,183625.7417375489,,2021-02-24
Northern Mariana Islands,US,2021-02-25 05:31:00,15.0979,145.6739,143,2,29.0,112.0,69.0,259.3210503409256,17572.0,,1.3986013986013983,580.0,MNP,31865.660815319887,,2021-02-24
Ohio,US,2021-02-25 05:31:00,40.3888,-82.7649,959995,17478,897425.0,45525.0,39.0,8212.736652094687,9849578.0,,1.775530080885838,84000039.0,USA,84262.92871136358,,2021-02-24
Oklahoma,US,2021-02-25 05:31:00,35.5653,-96.9289,421012,4264,403159.0,13589.0,40.0,10639.754499085286,3445441.0,,1.0127977349814257,84000040.0,USA,87072.68766943201,,2021-02-24
Oregon,US,2021-02-25 05:31:00,44.572,-122.0709,154062,2194,,151868.0,41.0,3652.7170850150205,3510691.0,,1.4241019849151642,84000041.0,USA,83236.36585211454,,2021-02-24
Pennsylvania,US,2021-02-25 05:31:00,40.5908,-77.2098,923174,23759,828570.0,70845.0,42.0,7211.176325803747,10190768.0,,2.573621007524042,84000042.0,USA,79603.00543923293,,2021-02-24
Puerto Rico,US,2021-02-25 05:31:00,18.2208,-66.5901,99519,2007,90027.0,7485.0,72.0,3116.1094331517047,405491.0,,2.016700328580472,630.0,PRI,12696.614014993296,,2021-02-24
Rhode Island,US,2021-02-25 05:31:00,41.6809,-71.5118,124718,2499,,122231.0,44.0,11772.94614394904,2922011.0,,1.9940986866370527,84000044.0,USA,275827.69235416444,,2021-02-24
South Carolina,US,2021-02-25 05:31:00,33.8569,-80.945,509044,8398,230793.0,269853.0,45.0,9886.818339492153,4905303.0,,1.6497591563794092,84000045.0,USA,95272.39229057977,,2021-02-24
South Dakota,US,2021-02-25 05:31:00,44.2998,-99.4388,111808,1864,108053.0,1891.0,46.0,12638.542082316464,419827.0,,1.6671436748712078,84000046.0,USA,47456.36454272211,,2021-02-24
Tennessee,US,2021-02-25 05:31:00,35.7478,-86.6923,768946,11266,743254.0,14426.0,47.0,11259.721893160138,6833344.0,,1.4651223883081517,84000047.0,USA,100061.06155737137,,2021-02-24
Texas,US,2021-02-25 05:31:00,31.0545,-97.5635,2624852,42831,2368008.0,214013.0,48.0,9052.499560196153,19303921.0,,1.6317491424278396,84000048.0,USA,66574.70073076931,,2021-02-24
Utah,US,2021-02-25 05:31:00,40.15,-111.8624,368601,1879,347721.0,19001.0,49.0,11497.374575711849,2819300.0,,0.5097653017761753,84000049.0,USA,87939.39284295053,,2021-02-24
Vermont,US,2021-02-25 05:31:00,44.0459,-72.7107,14768,201,11998.0,2569.0,50.0,2366.7083874876002,1031951.0,,1.3610509209100758,84000050.0,USA,165379.6781674036,,2021-02-24
Virgin Islands,US,2021-02-25 05:31:00,18.3358,-64.8963,2623,25,2487.0,111.0,78.0,2445.2772495059107,46979.0,,0.9531071292413268,850.0,VIR,43795.91304023568,,2021-02-24
Virginia,US,2021-02-25 05:31:00,37.7693,-78.17,568946,7807,,561139.0,51.0,6665.628651286464,5799799.0,,1.372186464093253,84000051.0,USA,67948.99056519,,2021-02-24
Washington,US,2021-02-25 05:31:00,47.4009,-121.4905,336565,4912,,331653.0,53.0,4419.825728345756,5145517.0,,1.4594506261791926,84000053.0,USA,67571.75708181324,,2021-02-24
West Virginia,US,2021-02-25 05:31:00,38.4912,-80.9545,130382,2285,120030.0,8067.0,54.0,7275.18445752497,2162020.0,,1.7525425288766854,84000054.0,USA,120638.54136965328,,2021-02-24
Wisconsin,US,2021-02-25 05:31:00,44.2685,-89.6165,614260,6936,546408.0,60916.0,55.0,10549.883433629304,6737019.0,,1.1291635463810112,84000055.0,USA,115707.94963068712,,2021-02-24
Wyoming,US,2021-02-25 05:31:00,42.756,-107.3025,53988,671,52679.0,638.0,56.0,9328.235068482736,629838.0,,1.2428687856560716,84000056.0,USA,108825.60789551436,,2021-02-24
Alabama,US,2021-02-24 05:31:21,32.3182,-86.9023,488973,9660,275245.0,204068.0,1.0,9972.55865320195,2265086.0,,1.9755692032075391,84000001.0,USA,46196.217356677334,,2021-02-23
Alaska,US,2021-02-24 05:31:21,61.3707,-152.4044,57793,290,,57503.0,2.0,7900.129178656131,1653425.0,,0.5017908743273407,84000002.0,USA,226018.2217088491,,2021-02-23
American Samoa,US,2021-02-24 05:31:21,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-02-23
Arizona,US,2021-02-24 05:31:21,33.7298,-111.4312,810658,15650,,795008.0,4.0,11137.37489725181,3709365.0,,1.9305305073162788,84000004.0,USA,50961.797250806696,,2021-02-23
Arkansas,US,2021-02-24 05:31:21,34.9697,-92.3731,316593,5377,306382.0,4834.0,5.0,10490.840359413669,2609837.0,,1.698395100333867,84000005.0,USA,86481.32880730492,,2021-02-23
California,US,2021-02-24 08:30:30,36.1162,-119.6816,3543340,49888,,3493452.0,6.0,8967.70601846421,47513367.0,,1.4079371440505286,84000006.0,USA,120249.79460153381,,2021-02-23
Colorado,US,2021-02-24 05:31:21,39.0598,-105.3111,422390,5907,,416483.0,8.0,7334.769296595642,6043583.0,,1.398470607732191,84000008.0,USA,104946.345864787,,2021-02-23
Connecticut,US,2021-02-24 05:31:21,41.5978,-72.7554,276691,7572,,269119.0,9.0,7760.693599140826,6198707.0,,2.7366267786086285,84000009.0,USA,173862.77738650492,,2021-02-23
Delaware,US,2021-02-24 05:31:21,39.3185,-75.5071,85228,1379,,83849.0,10.0,8752.428719895172,1363675.0,,1.618012859623598,84000010.0,USA,140041.63226408046,,2021-02-23
Diamond Princess,US,2021-02-24 05:31:21,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,2021-02-23
District of Columbia,US,2021-02-24 05:31:21,38.8974,-77.0268,39844,998,28532.0,10314.0,11.0,5645.633220875977,1201605.0,,2.5047685975303686,84000011.0,USA,170259.53986473946,,2021-02-23
Florida,US,2021-02-24 05:31:21,27.7663,-81.6868,1878533,30213,,1848320.0,12.0,8746.41960649765,21264199.0,,1.6083294783748807,84000012.0,USA,99005.7704869,,2021-02-23
Georgia,US,2021-02-24 05:31:21,33.0406,-83.6431,990821,16927,,973894.0,13.0,9332.029062042644,7076399.0,,1.7083812313223077,84000013.0,USA,66648.93166637518,,2021-02-23
Grand Princess,US,2021-02-24 05:31:21,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,,2021-02-23
Guam,US,2021-02-24 05:31:21,13.4443,144.7937,7727,130,7555.0,42.0,66.0,4705.015557544648,116460.0,,1.6824123204348391,316.0,GUM,70913.17611384104,,2021-02-23
Hawaii,US,2021-02-24 05:31:21,21.0943,-157.4983,27454,430,,27024.0,15.0,1939.0170862902867,1070170.0,,1.5662562832374154,84000015.0,USA,75583.80983591737,,2021-02-23
Idaho,US,2021-02-24 05:31:21,44.2405,-114.4788,169866,1840,92573.0,75453.0,16.0,9505.306186400609,632561.0,,1.0832067629778768,84000016.0,USA,35396.641980006316,,2021-02-23
Illinois,US,2021-02-24 05:31:21,40.3495,-88.9861,1177241,22528,,1154713.0,17.0,9290.227505581084,17721561.0,,1.91362686144978,84000017.0,USA,139850.15255502742,,2021-02-23
Indiana,US,2021-02-24 05:31:21,39.8494,-86.2583,657037,12450,,644587.0,18.0,9759.590411423042,7815751.0,,1.8948704563061136,84000018.0,USA,116094.72300292073,,2021-02-23
Iowa,US,2021-02-24 05:31:21,42.0115,-93.2105,333964,5400,310864.0,44639.0,19.0,11438.827030779034,1303212.0,,1.49624691399074,84000019.0,USA,41305.327615552116,,2021-02-23
Kansas,US,2021-02-24 05:31:21,38.5266,-96.7265,294091,4602,,289489.0,20.0,10094.723740729627,1243499.0,,1.5648217728526204,84000020.0,USA,42683.315289735336,,2021-02-23
Kentucky,US,2021-02-24 05:31:21,37.6681,-84.6701,399013,4476,47067.0,347470.0,21.0,8931.11469886001,3857305.0,,1.1217679624473391,84000021.0,USA,86338.12277666696,,2021-02-23
Louisiana,US,2021-02-24 05:31:21,31.1695,-91.8678,426048,9503,396834.0,19711.0,22.0,9164.699489803164,5446167.0,,2.230499849782184,84000022.0,USA,117152.25497193464,,2021-02-23
Maine,US,2021-02-24 05:31:21,44.6939,-69.3819,43736,660,12772.0,30304.0,23.0,3253.653441570229,1582559.0,,1.5090543259557343,84000023.0,USA,117731.35487557024,,2021-02-23
Maryland,US,2021-02-24 05:31:21,39.0639,-76.8021,377628,7762,9606.0,360260.0,24.0,6246.245252808617,7689541.0,,2.0554619890474224,84000024.0,USA,127190.67168622884,,2021-02-23
Massachusetts,US,2021-02-24 05:31:21,42.2302,-71.5301,571783,15883,477796.0,78104.0,25.0,8295.723628992255,15662404.0,,2.7778020682671567,84000025.0,USA,227238.26163006388,,2021-02-23
Michigan,US,2021-02-24 05:31:21,43.3266,-84.5361,639712,16380,529080.0,94252.0,26.0,6405.538799644372,10118968.0,,2.5605272372567653,84000026.0,USA,101322.84861994119,,2021-02-23
Minnesota,US,2021-02-24 05:31:21,45.6945,-93.9002,480091,6502,467147.0,6442.0,27.0,8512.807218627031,6779613.0,,1.3543265755867118,84000027.0,USA,120213.74798923051,,2021-02-23
Mississippi,US,2021-02-24 05:31:21,32.7416,-89.6787,291222,6577,273437.0,11208.0,28.0,9785.195566485414,1727408.0,,2.2584145428573392,84000028.0,USA,58041.71766937744,,2021-02-23
Missouri,US,2021-02-24 05:31:21,38.4561,-92.2884,559438,8206,,484271.0,29.0,8024.159305819962,4411010.0,,1.6662707090889524,84000029.0,USA,71870.65982688514,,2021-02-23
Montana,US,2021-02-24 05:31:21,46.9219,-110.4544,99040,1346,95772.0,1922.0,30.0,9266.657809198918,1056217.0,,1.3590468497576738,84000030.0,USA,98824.73254501869,,2021-02-23
Nebraska,US,2021-02-24 05:31:21,41.1254,-98.2681,199402,2050,142336.0,55016.0,31.0,10308.166632892337,2323010.0,,1.0280739410838406,84000031.0,USA,120088.9367703194,,2021-02-23
Nevada,US,2021-02-24 05:31:21,38.3135,-117.0554,291543,4903,,286640.0,32.0,9465.202411825894,2678249.0,,1.6817416298796404,84000032.0,USA,86951.73231485678,,2021-02-23
New Hampshire,US,2021-02-24 05:31:21,43.4525,-71.5639,73923,1155,70040.0,2728.0,33.0,5436.669998256983,1413885.0,,1.5624365894241306,84000033.0,USA,103984.22900160402,,2021-02-23
New Jersey,US,2021-02-24 05:31:21,40.2989,-74.521,772267,22978,,749289.0,34.0,8694.556184904848,10446752.0,,2.9753958151779107,84000034.0,USA,117614.59730089088,,2021-02-23
New Mexico,US,2021-02-24 05:31:21,34.8405,-106.2485,183335,3644,135608.0,44083.0,35.0,8743.440690681024,2627817.0,,1.9876182943791418,84000035.0,USA,125323.38116269851,,2021-02-23
New York,US,2021-02-24 05:31:21,42.1657,-74.9481,1604892,47037,,1557855.0,36.0,8249.862325977234,36760944.0,,2.9308514217779136,84000036.0,USA,188967.6856591963,,2021-02-23
North Carolina,US,2021-02-24 05:31:21,35.6301,-79.8064,846284,10965,,835319.0,37.0,8069.0047867656285,10095431.0,,1.2956643396306675,84000037.0,USA,96256.19893967287,,2021-02-23
North Dakota,US,2021-02-24 05:31:21,47.5289,-99.784,99416,1469,97286.0,661.0,38.0,13045.657702391667,1395829.0,,1.4776293554357447,84000038.0,USA,183164.75562355822,,2021-02-23
Northern Mariana Islands,US,2021-02-24 05:31:21,15.0979,145.6739,143,2,29.0,112.0,69.0,259.3210503409256,17572.0,,1.3986013986013983,580.0,MNP,31865.660815319887,,2021-02-23
Ohio,US,2021-02-24 05:31:21,40.3888,-82.7649,958153,17473,894113.0,47072.0,39.0,8196.978381569153,9830863.0,,1.7709071515718262,84000039.0,USA,84102.82228743017,,2021-02-23
Oklahoma,US,2021-02-24 05:31:21,35.5653,-96.9289,420212,4227,401945.0,14040.0,40.0,10619.537014549764,3430090.0,,1.0059208209189647,84000040.0,USA,86684.73941305104,,2021-02-23
Oregon,US,2021-02-24 05:31:21,44.572,-122.0709,153645,2162,,151483.0,41.0,3642.830266562377,3498165.0,,1.4071398353347002,84000041.0,USA,82939.38194818691,,2021-02-23
Pennsylvania,US,2021-02-24 05:31:21,40.5908,-77.2098,920385,23677,816884.0,79824.0,42.0,7189.390648593746,10150802.0,,2.5725104168364332,84000042.0,USA,79290.81957498947,,2021-02-23
Puerto Rico,US,2021-02-24 05:31:21,18.2208,-66.5901,99476,1986,89469.0,8021.0,72.0,3114.7630298957883,405448.0,,1.9964614580401303,630.0,PRI,12695.267611737381,,2021-02-23
Rhode Island,US,2021-02-24 05:31:21,41.6809,-71.5118,124262,2495,,121786.0,44.0,11729.901327309575,2902822.0,,1.992564098437173,84000044.0,USA,274016.31738378137,,2021-02-23
South Carolina,US,2021-02-24 05:31:21,33.8569,-80.945,506912,8357,230793.0,267762.0,45.0,9845.409941200849,4849625.0,,1.6486096206047598,84000045.0,USA,94190.99604289538,,2021-02-23
South Dakota,US,2021-02-24 05:31:21,44.2998,-99.4388,111546,1863,107745.0,1938.0,46.0,12608.926151206284,418787.0,,1.6701629820881072,84000046.0,USA,47338.8051215214,,2021-02-23
Tennessee,US,2021-02-24 05:31:21,35.7478,-86.6923,767315,11198,738731.0,17386.0,47.0,11235.839063406496,6804207.0,,1.4593745723724938,84000047.0,USA,99634.4067379159,,2021-02-23
Texas,US,2021-02-24 05:31:21,31.0545,-97.5635,2617096,42521,2353741.0,220834.0,48.0,9025.750933382573,19242281.0,,1.6247397879176002,84000048.0,USA,66362.1188126686,,2021-02-23
Utah,US,2021-02-24 05:31:21,40.15,-111.8624,367789,1865,346157.0,19767.0,49.0,11472.046732989016,2809360.0,,0.507084224922442,84000049.0,USA,87629.34511306761,,2021-02-23
Vermont,US,2021-02-24 05:31:21,44.0459,-72.7107,14691,199,11907.0,2585.0,50.0,2354.3684263664904,1029049.0,,1.3545708256755835,84000050.0,USA,164914.60586644956,,2021-02-23
Virgin Islands,US,2021-02-24 05:31:21,18.3358,-64.8963,2589,25,2483.0,81.0,78.0,2413.5809374650407,46486.0,,0.9656237929702588,850.0,VIR,43336.31651564306,,2021-02-23
Virginia,US,2021-02-24 05:31:21,37.7693,-78.17,567039,7658,,559381.0,51.0,6643.286717538793,5778994.0,,1.3505243907385558,84000051.0,USA,67705.2444028301,,2021-02-23
Washington,US,2021-02-24 05:31:21,47.4009,-121.4905,335693,4881,,330812.0,53.0,4408.374484053814,5120226.0,,1.4540070838534018,84000053.0,USA,67239.63160086426,,2021-02-23
West Virginia,US,2021-02-24 05:31:21,38.4912,-80.9545,130139,2274,119337.0,8528.0,54.0,7261.6253019423075,2153621.0,,1.7473624355496815,84000054.0,USA,120169.88561764185,,2021-02-23
Wisconsin,US,2021-02-24 05:31:21,44.2685,-89.6165,613419,6910,545562.0,60947.0,55.0,10535.43930253224,6709759.0,,1.1264730958773692,84000055.0,USA,115239.7605537478,,2021-02-23
Wyoming,US,2021-02-24 05:31:21,42.756,-107.3025,53944,671,52668.0,605.0,56.0,9320.63259491429,625036.0,,1.2438825448613378,84000056.0,USA,107995.90157561263,,2021-02-23
Alabama,US,2021-02-23 05:30:53,32.3182,-86.9023,487520,9592,275245.0,202683.0,1.0,9942.924853946975,2260261.0,,1.9675090252707579,84000001.0,USA,46097.811932447985,,2021-02-22
Alaska,US,2021-02-23 05:30:53,61.3707,-152.4044,57738,290,,57448.0,2.0,7892.6108441722645,1648785.0,,0.5022688697218469,84000002.0,USA,225383.94767239198,,2021-02-22
American Samoa,US,2021-02-23 05:30:53,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-02-22
Arizona,US,2021-02-23 05:30:53,33.7298,-111.4312,809474,15502,114855.0,679117.0,4.0,11121.108294222731,3703153.0,,1.9150707743547044,84000004.0,USA,50876.452539644015,,2021-02-22
Arkansas,US,2021-02-23 05:30:53,34.9697,-92.3731,315759,5363,305470.0,4926.0,5.0,10463.204369800029,2605058.0,,1.6984472334913652,84000005.0,USA,86322.96862221668,,2021-02-22
California,US,2021-02-23 08:30:54,36.1162,-119.6816,3536946,49541,,3487405.0,6.0,8951.523684202733,47320802.0,,1.400671652889244,84000006.0,USA,119762.43908119267,,2021-02-22
Colorado,US,2021-02-23 05:30:53,39.0598,-105.3111,421294,5893,22364.0,393037.0,8.0,7315.737342361242,6026476.0,,1.398785646128357,84000008.0,USA,104649.28414846591,,2021-02-22
Connecticut,US,2021-02-23 05:30:53,41.5978,-72.7554,275334,7562,,267772.0,9.0,7722.632147145518,6526785.0,,2.7464824540376416,84000009.0,USA,183064.785527785,,2021-02-22
Delaware,US,2021-02-23 05:30:53,39.3185,-75.5071,85090,1368,,83722.0,10.0,8738.256908244708,1359259.0,,1.6077094840756845,84000010.0,USA,139588.13429126565,,2021-02-22
Diamond Princess,US,2021-02-23 05:30:53,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,2021-02-22
District of Columbia,US,2021-02-23 05:30:53,38.8974,-77.0268,39755,995,28457.0,10303.0,11.0,5633.022505168268,1198762.0,,2.5028298327254435,84000011.0,USA,169856.70542926734,,2021-02-22
Florida,US,2021-02-23 05:30:53,27.7663,-81.6868,1872923,30065,,1842858.0,12.0,8720.299536212777,21187430.0,,1.6052448498950571,84000012.0,USA,98648.33525058997,,2021-02-22
Georgia,US,2021-02-23 05:30:53,33.0406,-83.6431,987041,16835,,970206.0,13.0,9296.427202721414,7057282.0,,1.705602908085885,84000013.0,USA,66468.87855932649,,2021-02-22
Grand Princess,US,2021-02-23 05:30:53,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,,2021-02-22
Guam,US,2021-02-23 05:30:53,13.4443,144.7937,7727,130,7544.0,53.0,66.0,4705.015557544648,115868.0,,1.6824123204348391,316.0,GUM,70552.7038464583,,2021-02-22
Hawaii,US,2021-02-23 05:30:53,21.0943,-157.4983,27410,430,,26980.0,15.0,1935.9094607422142,1069386.0,,1.5687705217074062,84000015.0,USA,75528.437598879,,2021-02-22
Idaho,US,2021-02-23 05:30:53,44.2405,-114.4788,169584,1826,91926.0,75832.0,16.0,9489.526122440986,630724.0,,1.0767525238230022,84000016.0,USA,35293.847733574315,,2021-02-22
Illinois,US,2021-02-23 05:30:53,40.3495,-88.9861,1175568,22506,,1153062.0,17.0,9277.024983228537,17660161.0,,1.9144787881262504,84000017.0,USA,139365.61288231582,,2021-02-22
Indiana,US,2021-02-23 05:30:53,39.8494,-86.2583,656358,12407,428623.0,215328.0,18.0,9749.504583852664,7794765.0,,1.89027939021083,84000018.0,USA,115782.99814667348,,2021-02-22
Iowa,US,2021-02-23 05:30:53,42.0115,-93.2105,333080,5374,309539.0,45280.0,19.0,11416.32356809833,1301870.0,,1.4919779118417071,84000019.0,USA,41262.7929015838,,2021-02-22
Kansas,US,2021-02-23 05:30:53,38.5266,-96.7265,294080,4602,6235.0,283243.0,20.0,10094.346163853259,1243499.0,,1.564880304678999,84000020.0,USA,42683.315289735336,,2021-02-22
Kentucky,US,2021-02-23 05:30:53,37.6681,-84.6701,397526,4460,46779.0,346287.0,21.0,8897.831152817138,3851233.0,,1.1219391939143604,84000021.0,USA,86202.21309840716,,2021-02-22
Louisiana,US,2021-02-23 05:30:53,31.1695,-91.8678,424644,9477,396834.0,18333.0,22.0,9134.498108541698,5423943.0,,2.231751773250064,84000022.0,USA,116674.19550102671,,2021-02-22
Maine,US,2021-02-23 05:30:53,44.6939,-69.3819,43594,658,12766.0,30170.0,23.0,3243.089631695001,1577096.0,,1.5093820250493186,84000023.0,USA,117324.9457674831,,2021-02-22
Maryland,US,2021-02-23 05:30:53,39.0639,-76.8021,376966,7732,9606.0,359628.0,24.0,6235.295285228461,7677006.0,,2.0511133630088656,84000024.0,USA,126983.33355387648,,2021-02-22
Massachusetts,US,2021-02-23 05:30:53,42.2302,-71.5301,570546,15853,477796.0,76897.0,25.0,8277.77659291552,15599873.0,,2.778566495952999,84000025.0,USA,226331.0295258486,,2021-02-22
Michigan,US,2021-02-23 05:30:53,43.3266,-84.5361,637928,16343,529080.0,92505.0,26.0,6387.675321675279,10092758.0,,2.561887861953073,84000026.0,USA,101060.40368856787,,2021-02-22
Minnesota,US,2021-02-23 05:30:53,45.6945,-93.9002,479591,6501,466311.0,6779.0,27.0,8503.941391920607,6771188.0,,1.3555300245417452,84000027.0,USA,120064.35880922727,,2021-02-22
Mississippi,US,2021-02-23 05:30:53,32.7416,-89.6787,290874,6553,264456.0,19865.0,28.0,9773.502603532284,1727060.0,,2.2528655019011667,84000028.0,USA,58030.024706424316,,2021-02-22
Missouri,US,2021-02-23 05:30:53,38.4561,-92.2884,558218,8062,,483840.0,29.0,8014.790560475822,4403835.0,,1.638944342572301,84000029.0,USA,71753.75417846043,,2021-02-22
Montana,US,2021-02-23 05:30:53,46.9219,-110.4544,98810,1341,95299.0,2170.0,30.0,9245.137905158976,1053678.0,,1.3571500860236818,84000030.0,USA,98587.17151737779,,2021-02-22
Nebraska,US,2021-02-23 05:30:53,41.1254,-98.2681,199045,2047,142336.0,54662.0,31.0,10289.711374229222,2316398.0,,1.0284106609058252,84000031.0,USA,119747.12676953366,,2021-02-22
Nevada,US,2021-02-23 05:30:53,38.3135,-117.0554,291145,4882,,286263.0,32.0,9452.280988365525,2667800.0,,1.6768276975390268,84000032.0,USA,86612.49625018993,,2021-02-22
New Hampshire,US,2021-02-23 05:30:53,43.4525,-71.5639,73665,1154,69628.0,2883.0,33.0,5417.695377914865,1413885.0,,1.5665512794407113,84000033.0,USA,103984.22900160402,,2021-02-22
New Jersey,US,2021-02-23 05:30:53,40.2989,-74.521,769109,22874,74109.0,672126.0,34.0,8659.001890299576,10335291.0,,2.9740907985734135,84000034.0,USA,116359.71534047347,,2021-02-22
New Mexico,US,2021-02-23 05:30:53,34.8405,-106.2485,183023,3635,134105.0,45283.0,35.0,8728.561079611165,2619107.0,,1.9860891800484093,84000035.0,USA,124907.99202033164,,2021-02-22
New York,US,2021-02-23 05:30:53,42.1657,-74.9481,1597969,46924,142724.0,1408321.0,36.0,8214.275011140633,36603611.0,,2.9364774911152844,84000036.0,USA,188158.9237055365,,2021-02-22
North Carolina,US,2021-02-23 05:30:53,35.6301,-79.8064,844770,10934,795521.0,38315.0,37.0,8054.569356995998,10069357.0,,1.2943167962877469,84000037.0,USA,96007.59299792029,,2021-02-22
North Dakota,US,2021-02-23 05:30:53,47.5289,-99.784,99312,1468,97164.0,680.0,38.0,13032.010518829175,1394905.0,,1.478169808280973,84000038.0,USA,183043.5056465222,,2021-02-22
Northern Mariana Islands,US,2021-02-23 05:30:53,15.0979,145.6739,143,2,29.0,112.0,69.0,259.3210503409256,17572.0,,1.3986013986013983,580.0,MNP,31865.660815319887,,2021-02-22
Ohio,US,2021-02-23 05:30:53,40.3888,-82.7649,955378,17470,889959.0,48545.0,39.0,8173.238316038019,9805398.0,,1.7662119077475094,84000039.0,USA,83884.96975815075,,2021-02-22
Oklahoma,US,2021-02-23 05:30:53,35.5653,-96.9289,419853,4203,400597.0,15053.0,40.0,10610.464418364449,3416048.0,,1.0010646583447065,84000040.0,USA,86329.87201574133,,2021-02-22
Oregon,US,2021-02-23 05:30:53,44.572,-122.0709,153135,2156,,150979.0,41.0,3630.738474210222,3465787.0,,1.4079080549841645,84000041.0,USA,82171.71909960246,,2021-02-22
Pennsylvania,US,2021-02-23 05:30:53,40.5908,-77.2098,917565,23580,814366.0,79619.0,42.0,7167.362821511562,10121980.0,,2.5698451880793187,84000042.0,USA,79065.68268415166,,2021-02-22
Puerto Rico,US,2021-02-23 05:30:53,18.2208,-66.5901,99257,1983,89469.0,7805.0,72.0,3107.9057668017035,405229.0,,1.9978439807771744,630.0,PRI,12688.410348643296,,2021-02-22
Rhode Island,US,2021-02-23 05:30:53,41.6809,-71.5118,123980,2490,7648.0,113866.0,44.0,11703.281506493066,2891439.0,,1.9890304887885144,84000044.0,USA,272941.801708766,,2021-02-22
South Carolina,US,2021-02-23 05:30:53,33.8569,-80.945,505589,8332,230793.0,266464.0,45.0,9819.714204362488,4848302.0,,1.6479788919458296,84000045.0,USA,94165.30030605699,,2021-02-22
South Dakota,US,2021-02-23 05:30:53,44.2998,-99.4388,111334,1863,107538.0,1933.0,46.0,12584.96211534614,417904.0,,1.6733432733935725,84000046.0,USA,47238.9926514058,,2021-02-22
Tennessee,US,2021-02-23 05:30:53,35.7478,-86.6923,766089,11153,738731.0,16205.0,47.0,11217.88667267813,6804207.0,,1.4558360712658711,84000047.0,USA,99634.4067379159,,2021-02-22
Texas,US,2021-02-23 05:30:53,31.0545,-97.5635,2606513,42301,2331940.0,232272.0,48.0,8989.252645918916,19199117.0,,1.6228961835218163,84000048.0,USA,66213.25628974683,,2021-02-22
Utah,US,2021-02-23 05:30:53,40.15,-111.8624,367073,1853,344965.0,20255.0,49.0,11449.713315021594,2801118.0,,0.5048042215036246,84000049.0,USA,87372.26127104598,,2021-02-22
Vermont,US,2021-02-23 05:30:53,44.0459,-72.7107,14608,198,11761.0,2649.0,50.0,2341.0669098333465,1024572.0,,1.355421686746988,84000050.0,USA,164197.12526983648,,2021-02-22
Virgin Islands,US,2021-02-23 05:30:53,18.3358,-64.8963,2579,25,2465.0,89.0,78.0,2404.258492747138,46272.0,,0.9693679720822024,850.0,VIR,43136.81619867994,,2021-02-22
Virginia,US,2021-02-23 05:30:53,37.7693,-78.17,565270,7486,45892.0,511892.0,51.0,6622.561557182405,5762389.0,,1.3243228899463972,84000051.0,USA,67510.70438716146,,2021-02-22
